,STATION,ELEMENT,YEAR,TIMEFUNCTION,MDFUNCTION,VALUE,FLAG_REPEAT,FLAG_INTERRUPTED,Unnamed: 8
4828,0-203-0-11514,TMI,1976,21:00,GE(20),4.0,,,
4832,0-203-0-11514,TMI,1976,21:00,L(0),67.0,,,
4836,0-203-0-11514,TMI,1976,21:00,L(-12),1.0,,,
4840,0-203-0-11514,TMI,1976,21:00,MAX,21.6,,,
4844,0-203-0-11514,TMI,1976,21:00,MIN,-12.7,,,
4848,0-203-0-11514,TMI,1977,21:00,AVG,6.8,,,
4852,0-203-0-11514,TMI,1977,21:00,GE(20),0.0,,,
4856,0-203-0-11514,TMI,1977,21:00,L(0),59.0,,,
4860,0-203-0-11514,TMI,1977,21:00,L(-12),0.0,,,
4864,0-203-0-11514,TMI,1977,21:00,MAX,18.6,,,
4868,0-203-0-11514,TMI,1977,21:00,MIN,-10.6,,,
4872,0-203-0-11514,TMI,1978,21:00,AVG,6.3,,,
4876,0-203-0-11514,TMI,1978,21:00,GE(20),0.0,,,
4880,0-203-0-11514,TMI,1978,21:00,L(0),47.0,,,
4884,0-203-0-11514,TMI,1978,21:00,L(-12),0.0,,,
4888,0-203-0-11514,TMI,1978,21:00,MAX,19.0,,,
4892,0-203-0-11514,TMI,1978,21:00,MIN,-11.4,,,
4896,0-203-0-11514,TMI,1979,21:00,AVG,6.3,,,
4900,0-203-0-11514,TMI,1979,21:00,GE(20),2.0,,,
4904,0-203-0-11514,TMI,1979,21:00,L(0),57.0,,,
4908,0-203-0-11514,TMI,1979,21:00,L(-12),5.0,,,
4912,0-203-0-11514,TMI,1979,21:00,MAX,20.5,,,
4916,0-203-0-11514,TMI,1979,21:00,MIN,-17.3,,,
4920,0-203-0-11514,TMI,1980,21:00,AVG,5.7,,,
4924,0-203-0-11514,TMI,1980,21:00,GE(20),1.0,,,
4928,0-203-0-11514,TMI,1980,21:00,L(0),68.0,,,
4932,0-203-0-11514,TMI,1980,21:00,L(-12),4.0,,,
4936,0-203-0-11514,TMI,1980,21:00,MAX,22.6,,,
4940,0-203-0-11514,TMI,1980,21:00,MIN,-15.6,,,
4944,0-203-0-11514,TMI,1981,21:00,AVG,6.7,,,
4948,0-203-0-11514,TMI,1981,21:00,GE(20),0.0,,,
4952,0-203-0-11514,TMI,1981,21:00,L(0),70.0,,,
4956,0-203-0-11514,TMI,1981,21:00,L(-12),1.0,,,
4960,0-203-0-11514,TMI,1981,21:00,MAX,19.5,,,
4964,0-203-0-11514,TMI,1981,21:00,MIN,-13.1,,,
4968,0-203-0-11514,TMI,1982,21:00,AVG,6.8,,,
4972,0-203-0-11514,TMI,1982,21:00,GE(20),1.0,,,
4976,0-203-0-11514,TMI,1982,21:00,L(0),58.0,,,
4980,0-203-0-11514,TMI,1982,21:00,L(-12),6.0,,,
4984,0-203-0-11514,TMI,1982,21:00,MAX,20.0,,,
4988,0-203-0-11514,TMI,1982,21:00,MIN,-18.5,,,
4992,0-203-0-11514,TMI,1983,21:00,AVG,7.2,,,
4996,0-203-0-11514,TMI,1983,21:00,GE(20),5.0,,,
5000,0-203-0-11514,TMI,1983,21:00,L(0),65.0,,,
5004,0-203-0-11514,TMI,1983,21:00,L(-12),1.0,,,
5008,0-203-0-11514,TMI,1983,21:00,MAX,22.2,,,
5012,0-203-0-11514,TMI,1983,21:00,MIN,-14.6,,,
5016,0-203-0-11514,TMI,1984,21:00,AVG,6.5,,,
5020,0-203-0-11514,TMI,1984,21:00,GE(20),1.0,,,
5024,0-203-0-11514,TMI,1984,21:00,L(0),54.0,,,
5028,0-203-0-11514,TMI,1984,21:00,L(-12),0.0,,,
5032,0-203-0-11514,TMI,1984,21:00,MAX,20.7,,,
5036,0-203-0-11514,TMI,1984,21:00,MIN,-10.3,,,
5040,0-203-0-11514,TMI,1985,21:00,AVG,5.9,,,
5044,0-203-0-11514,TMI,1985,21:00,GE(20),0.0,,,
5048,0-203-0-11514,TMI,1985,21:00,L(0),70.0,,,
5052,0-203-0-11514,TMI,1985,21:00,L(-12),12.0,,,
5056,0-203-0-11514,TMI,1985,21:00,MAX,19.5,,,
5060,0-203-0-11514,TMI,1985,21:00,MIN,-20.2,*,,
5064,0-203-0-11514,TMI,1986,21:00,AVG,6.3,,,
5068,0-203-0-11514,TMI,1986,21:00,GE(20),2.0,,,
5072,0-203-0-11514,TMI,1986,21:00,L(0),69.0,,,
5076,0-203-0-11514,TMI,1986,21:00,L(-12),6.0,,,
5080,0-203-0-11514,TMI,1986,21:00,MAX,20.4,,,
5084,0-203-0-11514,TMI,1986,21:00,MIN,-14.8,,,
5088,0-203-0-11514,TMI,1987,21:00,AVG,5.9,,,
5092,0-203-0-11514,TMI,1987,21:00,GE(20),2.0,,,
5096,0-203-0-11514,TMI,1987,21:00,L(0),76.0,,,
5100,0-203-0-11514,TMI,1987,21:00,L(-12),12.0,,,
5104,0-203-0-11514,TMI,1987,21:00,MAX,21.4,,,
5108,0-203-0-11514,TMI,1987,21:00,MIN,-19.5,,,
5112,0-203-0-11514,TMI,1988,21:00,AVG,7.3,,,
5116,0-203-0-11514,TMI,1988,21:00,GE(20),0.0,,,
5120,0-203-0-11514,TMI,1988,21:00,L(0),47.0,,,
5124,0-203-0-11514,TMI,1988,21:00,L(-12),0.0,,,
5128,0-203-0-11514,TMI,1988,21:00,MAX,19.8,,,
5132,0-203-0-11514,TMI,1988,21:00,MIN,-7.9,,,
5136,0-203-0-11514,TMI,1989,21:00,AVG,7.6,,,
5140,0-203-0-11514,TMI,1989,21:00,GE(20),2.0,,,
5144,0-203-0-11514,TMI,1989,21:00,L(0),46.0,,,
5148,0-203-0-11514,TMI,1989,21:00,L(-12),0.0,,,
5152,0-203-0-11514,TMI,1989,21:00,MAX,21.9,,,
5156,0-203-0-11514,TMI,1989,21:00,MIN,-9.0,,,
5160,0-203-0-11514,TMI,1990,21:00,AVG,7.6,,,
5164,0-203-0-11514,TMI,1990,21:00,GE(20),2.0,,,
5168,0-203-0-11514,TMI,1990,21:00,L(0),28.0,,,
5172,0-203-0-11514,TMI,1990,21:00,L(-12),0.0,,,
5176,0-203-0-11514,TMI,1990,21:00,MAX,21.0,,,
5180,0-203-0-11514,TMI,1990,21:00,MIN,-11.6,,,
5184,0-203-0-11514,TMI,1991,21:00,AVG,6.5,,,
5188,0-203-0-11514,TMI,1991,21:00,GE(20),1.0,,,
5192,0-203-0-11514,TMI,1991,21:00,L(0),68.0,,,
5196,0-203-0-11514,TMI,1991,21:00,L(-12),1.0,,,
5200,0-203-0-11514,TMI,1991,21:00,MAX,20.0,,,
5204,0-203-0-11514,TMI,1991,21:00,MIN,-14.8,,,
5208,0-203-0-11514,TMI,1992,21:00,AVG,7.8,,,
5212,0-203-0-11514,TMI,1992,21:00,GE(20),4.0,,,
5216,0-203-0-11514,TMI,1992,21:00,L(0),31.0,,,
5220,0-203-0-11514,TMI,1992,21:00,L(-12),0.0,,,
5224,0-203-0-11514,TMI,1992,21:00,MAX,23.0,,,
5228,0-203-0-11514,TMI,1992,21:00,MIN,-9.0,,,
5232,0-203-0-11514,TMI,1993,21:00,AVG,6.8,,,
5236,0-203-0-11514,TMI,1993,21:00,GE(20),0.0,,,
5240,0-203-0-11514,TMI,1993,21:00,L(0),68.0,,,
5244,0-203-0-11514,TMI,1993,21:00,L(-12),4.0,,,
5248,0-203-0-11514,TMI,1993,21:00,MAX,19.6,,,
5252,0-203-0-11514,TMI,1993,21:00,MIN,-13.9,,,
5256,0-203-0-11514,TMI,1994,21:00,AVG,8.1,,,
5260,0-203-0-11514,TMI,1994,21:00,GE(20),13.0,,,
5264,0-203-0-11514,TMI,1994,21:00,L(0),32.0,,,
5268,0-203-0-11514,TMI,1994,21:00,L(-12),0.0,,,
5272,0-203-0-11514,TMI,1994,21:00,MAX,23.0,,,
5276,0-203-0-11514,TMI,1994,21:00,MIN,-10.9,,,
5280,0-203-0-11514,TMI,1995,21:00,AVG,7.0,,,
5284,0-203-0-11514,TMI,1995,21:00,GE(20),3.0,,,
5288,0-203-0-11514,TMI,1995,21:00,L(0),62.0,,,
5292,0-203-0-11514,TMI,1995,21:00,L(-12),0.0,,,
5296,0-203-0-11514,TMI,1995,21:00,MAX,20.8,,,
5300,0-203-0-11514,TMI,1995,21:00,MIN,-11.7,,,
5304,0-203-0-11514,TMI,1996,21:00,AVG,5.5,,,
5308,0-203-0-11514,TMI,1996,21:00,GE(20),1.0,,,
5312,0-203-0-11514,TMI,1996,21:00,L(0),88.0,,,
5316,0-203-0-11514,TMI,1996,21:00,L(-12),9.0,,,
5320,0-203-0-11514,TMI,1996,21:00,MAX,20.8,,,
5324,0-203-0-11514,TMI,1996,21:00,MIN,-19.8,,,
5328,0-203-0-11514,TMI,1997,21:00,AVG,6.4,,,
5332,0-203-0-11514,TMI,1997,21:00,GE(20),1.0,,,
5336,0-203-0-11514,TMI,1997,21:00,L(0),61.0,,,
5340,0-203-0-11514,TMI,1997,21:00,L(-12),1.0,,,
5344,0-203-0-11514,TMI,1997,21:00,MAX,20.3,,,
5348,0-203-0-11514,TMI,1997,21:00,MIN,-12.7,,,
5352,0-203-0-11514,TMI,1998,21:00,AVG,7.2,,,
5356,0-203-0-11514,TMI,1998,21:00,GE(20),1.0,,,
5360,0-203-0-11514,TMI,1998,21:00,L(0),64.0,,,
5364,0-203-0-11514,TMI,1998,21:00,L(-12),1.0,,,
5368,0-203-0-11514,TMI,1998,21:00,MAX,20.0,,,
5372,0-203-0-11514,TMI,1998,21:00,MIN,-13.3,,,
5376,0-203-0-11514,TMI,1999,21:00,AVG,7.6,,,
5380,0-203-0-11514,TMI,1999,21:00,GE(20),2.0,,,
5384,0-203-0-11514,TMI,1999,21:00,L(0),55.0,,,
5388,0-203-0-11514,TMI,1999,21:00,L(-12),1.0,,,
5392,0-203-0-11514,TMI,1999,21:00,MAX,21.8,,,
5396,0-203-0-11514,TMI,1999,21:00,MIN,-13.2,,,
5400,0-203-0-11514,TMI,2000,21:00,AVG,8.3,,,
5404,0-203-0-11514,TMI,2000,21:00,GE(20),5.0,,,
5408,0-203-0-11514,TMI,2000,21:00,L(0),33.0,,,
5412,0-203-0-11514,TMI,2000,21:00,L(-12),0.0,,,
5416,0-203-0-11514,TMI,2000,21:00,MAX,21.7,,,
5420,0-203-0-11514,TMI,2000,21:00,MIN,-10.5,,,
5424,0-203-0-11514,TMI,2001,21:00,AVG,7.3,,,
5428,0-203-0-11514,TMI,2001,21:00,GE(20),2.0,,,
5432,0-203-0-11514,TMI,2001,21:00,L(0),68.0,,,
5436,0-203-0-11514,TMI,2001,21:00,L(-12),0.0,,,
5440,0-203-0-11514,TMI,2001,21:00,MAX,20.6,,,
5444,0-203-0-11514,TMI,2001,21:00,MIN,-10.1,,,
5448,0-203-0-11514,TMI,2002,21:00,AVG,7.8,,,
5452,0-203-0-11514,TMI,2002,21:00,GE(20),5.0,,,
5456,0-203-0-11514,TMI,2002,21:00,L(0),49.0,,,
5460,0-203-0-11514,TMI,2002,21:00,L(-12),1.0,,,
5464,0-203-0-11514,TMI,2002,21:00,MAX,21.0,,,
5468,0-203-0-11514,TMI,2002,21:00,MIN,-12.7,,,
5472,0-203-0-11514,TMI,2003,21:00,AVG,7.3,,,
5476,0-203-0-11514,TMI,2003,21:00,GE(20),9.0,,,
5480,0-203-0-11514,TMI,2003,21:00,L(0),74.0,,,
5484,0-203-0-11514,TMI,2003,21:00,L(-12),0.0,,,
5488,0-203-0-11514,TMI,2003,21:00,MAX,22.1,,,
5492,0-203-0-11514,TMI,2003,21:00,MIN,-10.4,,,
5496,0-203-0-11514,TMI,2004,21:00,AVG,7.4,,,
5500,0-203-0-11514,TMI,2004,21:00,GE(20),2.0,,,
5504,0-203-0-11514,TMI,2004,21:00,L(0),62.0,,,
5508,0-203-0-11514,TMI,2004,21:00,L(-12),3.0,,,
5512,0-203-0-11514,TMI,2004,21:00,MAX,20.4,,,
5516,0-203-0-11514,TMI,2004,21:00,MIN,-14.8,,,
5520,0-203-0-11514,TMI,2005,21:00,AVG,7.3,,,
5524,0-203-0-11514,TMI,2005,21:00,GE(20),2.0,,,
5528,0-203-0-11514,TMI,2005,21:00,L(0),66.0,,,
5532,0-203-0-11514,TMI,2005,21:00,L(-12),0.0,,,
5536,0-203-0-11514,TMI,2005,21:00,MAX,22.4,,,
5540,0-203-0-11514,TMI,2005,21:00,MIN,-10.7,,,
5544,0-203-0-11514,TMI,2006,21:00,AVG,7.6,,,
5548,0-203-0-11514,TMI,2006,21:00,GE(20),15.0,,,
5552,0-203-0-11514,TMI,2006,21:00,L(0),65.0,,,
5556,0-203-0-11514,TMI,2006,21:00,L(-12),2.0,,,
5560,0-203-0-11514,TMI,2006,21:00,MAX,23.8,,,
5564,0-203-0-11514,TMI,2006,21:00,MIN,-14.0,,,
5568,0-203-0-11514,TMI,2007,21:00,AVG,8.6,,,
5572,0-203-0-11514,TMI,2007,21:00,GE(20),9.0,,,
5576,0-203-0-11514,TMI,2007,21:00,L(0),30.0,,,
5580,0-203-0-11514,TMI,2007,21:00,L(-12),0.0,,,
5584,0-203-0-11514,TMI,2007,21:00,MAX,22.9,,,
5588,0-203-0-11514,TMI,2007,21:00,MIN,-5.2,*,,
5592,0-203-0-11514,TMI,2008,21:00,AVG,8.3,,,
5596,0-203-0-11514,TMI,2008,21:00,GE(20),3.0,,,
5600,0-203-0-11514,TMI,2008,21:00,L(0),31.0,,,
5604,0-203-0-11514,TMI,2008,21:00,L(-12),0.0,,,
5608,0-203-0-11514,TMI,2008,21:00,MAX,21.1,,,
5612,0-203-0-11514,TMI,2008,21:00,MIN,-7.3,,,
5616,0-203-0-11514,TMI,2009,21:00,AVG,8.1,,,
5620,0-203-0-11514,TMI,2009,21:00,GE(20),0.0,,,
5624,0-203-0-11514,TMI,2009,21:00,L(0),50.0,,,
5628,0-203-0-11514,TMI,2009,21:00,L(-12),1.0,,,
5632,0-203-0-11514,TMI,2009,21:00,MAX,19.9,,,
5636,0-203-0-11514,TMI,2009,21:00,MIN,-13.1,,,
5640,0-203-0-11514,TMI,2010,21:00,AVG,6.6,,,
5644,0-203-0-11514,TMI,2010,21:00,GE(20),11.0,,,
5648,0-203-0-11514,TMI,2010,21:00,L(0),86.0,,,
5652,0-203-0-11514,TMI,2010,21:00,L(-12),1.0,,,
5656,0-203-0-11514,TMI,2010,21:00,MAX,23.3,,,
5660,0-203-0-11514,TMI,2010,21:00,MIN,-14.8,,,
5664,0-203-0-11514,TMI,2011,21:00,AVG,7.8,,,
5668,0-203-0-11514,TMI,2011,21:00,GE(20),1.0,,,
5672,0-203-0-11514,TMI,2011,21:00,L(0),51.0,,,
5676,0-203-0-11514,TMI,2011,21:00,L(-12),0.0,,,
5680,0-203-0-11514,TMI,2011,21:00,MAX,21.9,,,
5684,0-203-0-11514,TMI,2011,21:00,MIN,-10.8,,,
5688,0-203-0-11514,TMI,2012,21:00,AVG,7.8,,,
5692,0-203-0-11514,TMI,2012,21:00,GE(20),7.0,,,
5696,0-203-0-11514,TMI,2012,21:00,L(0),45.0,,,
5700,0-203-0-11514,TMI,2012,21:00,L(-12),9.0,,,
5704,0-203-0-11514,TMI,2012,21:00,MAX,22.1,*,,
5708,0-203-0-11514,TMI,2012,21:00,MIN,-17.1,,,
5712,0-203-0-11514,TMI,2013,21:00,AVG,7.6,,,
5716,0-203-0-11514,TMI,2013,21:00,GE(20),9.0,,,
5720,0-203-0-11514,TMI,2013,21:00,L(0),60.0,,,
5724,0-203-0-11514,TMI,2013,21:00,L(-12),1.0,,,
5728,0-203-0-11514,TMI,2013,21:00,MAX,23.4,,,
5732,0-203-0-11514,TMI,2013,21:00,MIN,-12.5,,,
5736,0-203-0-11514,TMI,2014,21:00,AVG,9.0,,,
5740,0-203-0-11514,TMI,2014,21:00,GE(20),7.0,,,
5744,0-203-0-11514,TMI,2014,21:00,L(0),21.0,,,
5748,0-203-0-11514,TMI,2014,21:00,L(-12),0.0,,,
5752,0-203-0-11514,TMI,2014,21:00,MAX,20.8,*,,
5756,0-203-0-11514,TMI,2014,21:00,MIN,-9.9,,,
5760,0-203-0-11514,TMI,2015,21:00,AVG,8.9,,,
5764,0-203-0-11514,TMI,2015,21:00,GE(20),27.0,,,
5768,0-203-0-11514,TMI,2015,21:00,L(0),15.0,,,
5772,0-203-0-11514,TMI,2015,21:00,L(-12),0.0,,,
5776,0-203-0-11514,TMI,2015,21:00,MAX,24.0,,,
5780,0-203-0-11514,TMI,2015,21:00,MIN,-4.6,,,
5784,0-203-0-11514,TMI,2016,21:00,AVG,8.4,,,
5788,0-203-0-11514,TMI,2016,21:00,GE(20),5.0,,,
5792,0-203-0-11514,TMI,2016,21:00,L(0),37.0,,,
5796,0-203-0-11514,TMI,2016,21:00,L(-12),0.0,,,
5800,0-203-0-11514,TMI,2016,21:00,MAX,22.3,,,
5804,0-203-0-11514,TMI,2016,21:00,MIN,-11.2,,,
5808,0-203-0-11514,TMI,2017,21:00,AVG,8.2,,,
5812,0-203-0-11514,TMI,2017,21:00,GE(20),9.0,,,
5816,0-203-0-11514,TMI,2017,21:00,L(0),44.0,,,
5820,0-203-0-11514,TMI,2017,21:00,L(-12),1.0,,,
5824,0-203-0-11514,TMI,2017,21:00,MAX,22.6,,,
5828,0-203-0-11514,TMI,2017,21:00,MIN,-12.3,,,
5832,0-203-0-11514,TMI,2018,21:00,AVG,8.9,,,
5836,0-203-0-11514,TMI,2018,21:00,GE(20),17.0,,,
5840,0-203-0-11514,TMI,2018,21:00,L(0),42.0,,,
5844,0-203-0-11514,TMI,2018,21:00,L(-12),0.0,,,
5848,0-203-0-11514,TMI,2018,21:00,MAX,23.8,,,
5852,0-203-0-11514,TMI,2018,21:00,MIN,-11.9,,,
5856,0-203-0-11514,TMI,2019,21:00,AVG,8.8,,,
5860,0-203-0-11514,TMI,2019,21:00,GE(20),15.0,,,
5864,0-203-0-11514,TMI,2019,21:00,L(0),29.0,,,
5868,0-203-0-11514,TMI,2019,21:00,L(-12),0.0,,,
5872,0-203-0-11514,TMI,2019,21:00,MAX,23.7,,,
5876,0-203-0-11514,TMI,2019,21:00,MIN,-6.4,*,,
5880,0-203-0-11514,TMI,2020,21:00,AVG,8.6,,,
5884,0-203-0-11514,TMI,2020,21:00,GE(20),2.0,,,
5888,0-203-0-11514,TMI,2020,21:00,L(0),23.0,,,
5892,0-203-0-11514,TMI,2020,21:00,L(-12),0.0,,,
5896,0-203-0-11514,TMI,2020,21:00,MAX,20.6,,,
5900,0-203-0-11514,TMI,2020,21:00,MIN,-4.9,,,
5904,0-203-0-11514,TMI,2021,21:00,AVG,7.7,,,
5908,0-203-0-11514,TMI,2021,21:00,GE(20),10.0,,,
5912,0-203-0-11514,TMI,2021,21:00,L(0),40.0,,,
5916,0-203-0-11514,TMI,2021,21:00,L(-12),0.0,,,
5920,0-203-0-11514,TMI,2021,21:00,MAX,24.5,,,
5924,0-203-0-11514,TMI,2021,21:00,MIN,-11.9,,,
5928,0-203-0-11514,TMI,2022,21:00,AVG,8.7,,,
5932,0-203-0-11514,TMI,2022,21:00,GE(20),9.0,,,
5936,0-203-0-11514,TMI,2022,21:00,L(0),33.0,,,
5940,0-203-0-11514,TMI,2022,21:00,L(-12),0.0,,,
5944,0-203-0-11514,TMI,2022,21:00,MAX,21.8,*,,
5948,0-203-0-11514,TMI,2022,21:00,MIN,-7.2,,,
5952,0-203-0-11514,TMI,2023,21:00,AVG,9.3,,,
5956,0-203-0-11514,TMI,2023,21:00,GE(20),15.0,,,
5960,0-203-0-11514,TMI,2023,21:00,L(0),33.0,,,
5964,0-203-0-11514,TMI,2023,21:00,L(-12),0.0,,,
5968,0-203-0-11514,TMI,2023,21:00,MAX,22.6,,,
5972,0-203-0-11514,TMI,2023,21:00,MIN,-6.1,,,
5976,0-203-0-11514,TMI,2024,21:00,AVG,9.7,,,
5980,0-203-0-11514,TMI,2024,21:00,GE(20),22.0,,,
5984,0-203-0-11514,TMI,2024,21:00,L(0),25.0,,,
5988,0-203-0-11514,TMI,2024,21:00,L(-12),0.0,,,
5992,0-203-0-11514,TMI,2024,21:00,MAX,23.2,,,
5996,0-203-0-11514,TMI,2024,21:00,MIN,-8.3,,,
